row_id,id,state,state_code,state_mean_churn,account_length,new_acct,international_plan,vmail_plan,vmail_message,int_no_vm,day_mins,day_calls,day_charge,day_mins_pc,day_call_hi,day_call_lo,day_call_prof,day_charge_pm,eve_mins,eve_calls,eve_charge,eve_mins_pc,eve_chatterbox,night_mins,night_calls,night_charge,night_mins_pc,intl_mins,intl_charge,intl_user,total_mins,total_charge,freq_user,custserv_calls,factor2,churn,5f_01,5f_03a,5f_03b,5f_06,5f_07,5f_08,5f_09,5f_10,5f_11,5f_12,5f_13,5factor,1stPC,2ndPC,3rdPC,4thPC,5thPC
719,593,ME,21,0.255813953,82,0,0,1,29,0,207.2,111,35.22,1.866666667,1,0,1,0.169980695,254.1,137,21.6,1.854744526,0,169.3,92,7.62,1.840217391,9.5,2.57,0,470.8,59.39,1,2,1,0,1,1,0,1,0,0,0,0,1,0,1,6,-1.777955067,2.713239395,2.020601022,-0.631923069,-0.256503114
720,951,VT,46,0.111111111,101,0,0,0,0,0,153.8,89,26.15,1.728089888,0,1,-1,0.170026008,234,89,19.89,2.629213483,1,196.3,77,8.83,2.549350649,11.6,3.13,1,399.4,49.17,0,4,0,0,0,0,1,0,0,1,0,0,0,1,0,-2,1.817518127,-0.43654199,-2.357893613,-0.295792107,2.940365273
721,1043,KS,16,0.163265306,124,0,0,0,0,0,158.6,104,26.96,1.525,0,0,0,0.16998739,211.2,77,17.95,2.742857143,0,179.3,104,8.07,1.724038462,10.2,2.75,0,380,47.66,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.439929238,-0.596791811,1.093417217,-1.066741303,1.726941447
723,363,MS,25,0.268292683,77,0,0,0,0,0,230,87,39.1,2.643678161,0,1,-1,0.17,103.2,138,8.77,0.747826087,0,309.6,136,13.93,2.276470588,11.3,3.05,1,344.5,50.92,0,2,0,0,0,0,1,1,1,0,1,0,0,1,1,-3,2.626394625,-1.404621856,-2.623284845,2.626972586,-4.037961155
724,1468,OH,35,0.132075472,75,0,0,1,27,0,117.5,102,19.98,1.151960784,0,0,0,0.170042553,206.8,127,17.58,1.628346457,0,194.4,114,8.75,1.705263158,4.2,2.764726543,0,328.5,40.32472654,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-0.85634962,-2.509441443,1.812630528,-0.711602142,0.698057599
725,1834,MO,24,0.097560976,138,0,0,1,29,0,190.1,87,32.32,2.185057471,0,1,-1,0.170015781,223.2,123,18.97,1.814634146,0,256.2,130,11.53,1.970769231,14.2,3.83,1,427.5,55.12,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,-3,2.886593541,0.752854886,-3.272888417,1.387625983,-0.41868287
726,1117,FL,9,0.095238095,136,0,1,0,0,1,199.2,122,33.86,1.632786885,1,0,1,0.16997992,214.7,114,18.25,1.883333333,0,150.9,105,6.79,1.437142857,11.8,3.19,1,425.7,55.3,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,6,-2.944289072,2.124855945,-1.823909805,-1.926257425,-1.344286179
727,85,VT,46,0.111111111,128,0,0,0,29,0,179.3,104,30.48,1.724038462,0,0,0,0.169994423,225.9,86,19.2,2.626744186,0,323,78,14.54,4.141025641,8.6,2.32,0,413.8,52,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,-0.087225433,-0.404566671,0.996799122,4.92955313,1.412819087
728,624,DC,7,0.078947368,126,0,0,0,0,0,161.4,110,27.44,1.467272727,1,0,1,0.170012392,220.6,125,18.75,1.7648,0,249.2,78,11.21,3.194871795,5.1,2.764726543,0,387.1,48.95472654,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,3,-2.497196459,-0.303849221,1.749337296,2.831571315,-0.359637852
729,1413,SD,41,0.088888889,95,0,0,1,20,0,165.7,78,28.17,2.124358974,0,1,-1,0.170006035,215.6,94,18.33,2.293617021,0,243.3,91,10.95,2.673626374,9.8,2.65,0,391.1,49.15,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,-5,2.979709029,-1.451883304,0.517118117,2.028875696,0.907843123
731,2691,DC,7,0.078947368,102,0,0,0,0,0,186.8,92,31.76,2.030434783,0,1,-1,0.170021413,173.7,123,14.76,1.412195122,0,250.9,131,11.29,1.915267176,9.7,2.62,0,370.2,49.14,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,-5,2.064796833,-2.205455145,0.709372621,1.358566571,-1.052687076
732,743,LA,18,0.085714286,158,0,0,0,0,0,202,126,34.34,1.603174603,1,0,1,0.17,163.5,86,13.9,1.901162791,0,195.4,84,8.79,2.326190476,10.4,2.81,0,375.9,51.05,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,5,-2.854548556,0.43129375,1.231665189,0.034435509,-0.827733892
733,2499,CA,4,0.3,120,0,0,0,0,0,252.1,110,42.86,2.291818182,1,0,1,0.1700119,226.1,103,19.22,2.195145631,0,155.6,83,7,1.874698795,13.8,2.764726543,0,492,64.84472654,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,5,-0.76085943,4.0888746,1.449599017,-0.91821162,-1.429775442
735,2205,IN,15,0.069767442,110,0,0,0,0,0,151.8,106,25.81,1.432075472,1,0,1,0.17002635,138,99.79722519,11.73,1.382803978,0,233.5,112,10.51,2.084821429,11.2,3.02,1,301,40.56,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,4,-3.203371884,-1.171117873,-2.110176978,1.11072191,-1.298635057
736,1645,CT,6,0.170212766,95,0,0,1,36,0,283.1,112,48.13,2.527678571,1,0,1,0.170010597,286.2,86,24.33,3.327906977,1,261.7,129,11.78,2.028682171,11.3,3.05,1,580.6,75.51,1,3,1,0,1,1,0,0,1,1,1,0,0,1,0,5,0.032336953,6.747790159,-1.062554157,2.188018356,1.943544279
737,1002,VT,46,0.111111111,93,0,0,1,32,0,138.1,91,23.48,1.517582418,0,1,-1,0.170021723,167.3,99.79722519,14.22,1.676399316,0,238.9,115,10.75,2.077391304,6.8,1.84,0,312.2,39.54,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,-5,1.485662483,-3.762501144,1.313746657,1.367765383,0.249166056
738,1605,IA,12,0.038461538,73,0,0,0,0,0,137.1,102,23.31,1.344117647,0,0,0,0.170021882,210.8,114,17.92,1.849122807,0,191.4,120,8.61,1.595,11.1,3,1,359,44.23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,-1.118486118,-0.946237061,-2.151441089,-1.19310238,0.226030225
739,1998,AR,2,0.205882353,85,0,0,0,0,0,96.7,97,16.44,0.996907216,0,0,0,0.170010341,193.8,95,16.47,2.04,0,171.7,88,7.73,1.951136364,9.7,2.764726543,0,300.2,35.67472654,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,2,-1.380035515,-2.64311323,0.74735082,-1.120653961,1.356591645
740,271,OK,36,0.119047619,117,0,0,0,0,0,134.7,121,22.9,1.11322314,1,0,1,0.170007424,180,99.79722519,15.3,1.803657363,0,200.9,104,9.04,1.931730769,7.7,2.08,0,322.4,40.28,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,4,-3.364688847,-1.345148129,1.872232451,-0.292134942,-0.285470706
741,749,NM,32,0.104166667,87,0,1,0,0,1,167.3,119,28.44,1.405882353,1,0,1,0.169994023,200.1985661,119,16.87,1.682340892,0,133.1,88,5.99,1.5125,11,2.97,1,378.4985661,48.28,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,6,-3.323283895,0.906328548,-1.726538357,-2.188239198,-1.347734212
744,460,UT,44,0.181818182,90,0,0,0,0,0,261.8,128,44.51,2.0453125,1,0,1,0.170015279,220.6,104,18.75,2.121153846,0,136.6,91,6.15,1.501098901,9.6,2.59,0,492,65.85,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,5,-1.640100049,3.689519632,2.229604173,-1.482506857,-1.138161033
745,674,DE,8,0.186046512,119,0,0,0,0,0,176.8,90,30.06,1.964444444,0,1,-1,0.170022624,224.7,99.79722519,19.1,2.251565608,0,204.6,77,8.982912957,2.657142857,7.5,2.03,0,409,51.19,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,-4,2.196676332,-1.341882412,1.550908269,0.275681656,0.635718139
748,2127,VT,46,0.111111111,46,0,0,0,0,0,196.7,85,33.44,2.314117647,0,1,-1,0.170005084,205.9,74,17.5,2.782432432,0,216.6,112,9.75,1.933928571,11.2,3.02,1,413.8,53.96,1,3,1,0,0,0,1,0,0,1,1,0,0,1,0,-3,2.868447794,0.265876966,-2.220089717,-0.383163791,0.938236493
749,806,WV,49,0.093333333,137,0,0,0,0,0,174.4,120,29.65,1.453333333,1,0,1,0.170011468,156.3,98,13.29,1.594897959,0,136.5,121,6.14,1.128099174,10.2,2.75,0,340.9,45.69,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,-3.060347321,-0.476410946,1.394484149,-2.287097779,-1.467332339
750,1949,WI,48,0.111111111,73,0,0,0,0,0,157.1,109,26.71,1.441284404,1,0,1,0.170019096,268.8,83,22.85,3.238554217,0,181.5,91,8.17,1.994505495,10,2.7,0,435.9,52.26,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,6,-2.251224627,2.154111727,1.50686415,-0.46113211,2.46157338
751,1474,PA,38,0.222222222,140,0,0,0,0,0,112.8,89,19.18,1.26741573,0,1,-1,0.170035461,156.7,65,13.32,2.410769231,0,249.6,85,11.23,2.936470588,16.3,4.4,1,285.8,36.9,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-1,0.578251154,-2.842432418,-4.669657353,1.682023119,1.120369836
752,2661,IA,12,0.038461538,197,0,0,0,0,0,233.9,96,39.76,2.436458333,0,1,-1,0.169987174,218.9,111,18.61,1.972072072,0,182.9,109,8.982912957,1.677981651,9.5,2.57,0,462.3,60.94,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,2.40448673,1.670319253,1.466053571,-0.664051836,-1.02320669
753,2641,DC,7,0.078947368,68,0,1,1,39,0,142,140,24.14,1.014285714,1,0,1,0.17,241.6,89,20.54,2.714606742,0,302,72,13.59,4.194444444,11.3,3.05,1,394.9,47.73,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,6,-3.588119435,0.849933543,-2.424173706,4.415622332,1.834596306
754,166,GA,10,0.138888889,185,0,0,1,31,0,189.8,126,32.27,1.506349206,1,0,1,0.170021075,163.3,133,13.88,1.227819549,0,264.8,126,11.92,2.101587302,7.5,2.03,0,360.6,48.18,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,3,-2.81624337,-0.64893715,1.903649305,2.204065415,-1.845231612
755,991,MI,22,0.195652174,50,0,0,1,35,0,192.6,97,32.74,1.98556701,0,0,0,0.169989616,135.2,99.79722519,11.49,1.354747086,0,216.2,101,9.73,2.140594059,7.9,2.13,0,335.7,46.36,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.246524793,-1.823127867,1.607589845,0.259162748,-1.563781553
756,2513,NY,34,0.193548387,86,0,0,0,0,0,70.7,125,12.02,0.5656,1,0,1,0.170014144,211,113,17.94,1.867256637,0,174.6,107,7.86,1.631775701,0,0,0,281.7,29.96,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,4,-3.976813034,-2.929218032,4.093599976,-0.953448809,1.140426649
757,128,TX,43,0.234042553,92,0,0,0,0,0,91.7,90,15.59,1.018888889,0,1,-1,0.170010905,200.1985661,123,16.46,1.627630619,0,175,86,7.88,2.034883721,9.2,2.48,0,301.0985661,34.53,0,2,0,0,0,0,1,1,0,0,0,0,1,0,1,-3,0.820830671,-3.963248473,0.747336642,-1.077086373,0.670749027
758,663,VT,46,0.111111111,152,0,0,0,0,0,197.1,126,33.51,1.564285714,1,0,1,0.170015221,130.1,76,11.06,1.711842105,0,78.1,100,3.51,0.781,7.4,2,0,334.6,46.57,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,4,-2.981372597,-0.314031884,2.473741358,-3.54110253,-1.048153635
759,245,SC,40,0.181818182,22,1,0,0,0,0,110.3,107,18.75,1.030841121,1,0,1,0.169990934,166.5,93,14.15,1.790322581,0,202.3,96,9.1,2.107291667,9.5,2.57,0,286.3,35.47,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,4,-3.344951616,-2.068660737,1.20946599,0.369995101,0.877250467
760,3235,AZ,3,0.055555556,97,0,0,1,25,0,141,101,23.97,1.396039604,0,0,0,0.17,212,85,18.02,2.494117647,0,175.2,138,7.88,1.269565217,4.9,1.32,0,357.9,43.31,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.555425903,-1.550129534,2.621799209,-1.452283856,2.072587585
761,2036,WA,47,0.205128205,132,0,0,0,0,0,240.1,115,40.82,2.087826087,1,0,1,0.170012495,180.4,99.79722519,15.33,1.80766549,0,133.4,122,6,1.093442623,8,2.16,0,428.5,58.31,1,3,1,0,1,1,0,1,0,0,0,0,1,0,0,5,-1.787380258,2.371269838,2.649254686,-2.130327871,-1.433325313
762,1982,SD,41,0.088888889,125,0,0,0,0,0,163.8,73,27.85,2.243835616,0,1,-1,0.17002442,255.6,85,21.73,3.007058824,0,192.9,95,8.68,2.030526316,15.7,4.24,1,435.1,53.82,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,-1,2.92484394,1.433145431,-3.636352002,-0.857666382,1.819976729
763,2767,KY,17,0.119047619,106,0,0,1,9,0,88.5,100,15.05,0.885,0,0,0,0.170056497,324.8,109,27.61,2.979816514,1,79.9,86,3.6,0.929069767,8.2,2.21,0,421.5,44.87,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-0.436892841,-0.341910252,2.07450323,-3.491428473,4.769830761
764,1542,DC,7,0.078947368,81,0,0,0,0,0,227.4,105,38.66,2.165714286,0,0,0,0.170008795,211.5,120,17.98,1.7625,0,258.2,113,11.62,2.284955752,11.9,3.21,1,450.8,59.85,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,5,-0.159573963,2.745536878,-2.062392322,2.011568478,-1.575940091
765,62,MN,23,0.153846154,74,0,0,1,33,0,193.7,91,32.93,2.128571429,0,1,-1,0.170005163,246.1,96,20.92,2.563541667,0,138,92,6.21,1.5,14.6,3.94,1,454.4,57.79,1,2,1,0,1,0,1,0,0,1,1,0,0,1,1,-1,2.840367706,1.861806578,-2.978804345,-2.134561142,1.218848364
766,2015,NE,29,0.071428571,64,0,0,0,0,0,261.9,113,44.52,2.317699115,1,0,1,0.169988545,148.1,99.79722519,12.59,1.484009197,0,145.2,74,6.53,1.962162162,13.8,3.73,1,423.8,60.84,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,5,-1.569610894,2.594147814,-2.185617747,-1.273643647,-3.423722105
767,3332,TN,42,0.111111111,74,0,0,1,25,0,234.4,113,39.85,2.074336283,1,0,1,0.170008532,265.9,82,22.6,3.242682927,0,241.4,77,10.86,3.135064935,13.7,3.7,1,514,66.15,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,7,-1.618221068,4.635575064,-2.395025485,2.62454563,1.478562394
768,811,FL,9,0.095238095,58,0,0,0,0,0,234.8,89,39.92,2.638202247,0,1,-1,0.170017036,106.8,131,9.08,0.815267176,0,178.5,122,8.03,1.463114754,9.9,2.67,0,351.5,51.67,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,-5,2.916676933,-1.721982892,0.994285148,-1.269987449,-3.921270607
769,3060,LA,18,0.085714286,94,0,0,0,0,0,212.1,98,36.06,2.164285714,0,0,0,0.170014144,189.4,89,16.1,2.128089888,0,352.2,95,15.85,3.707368421,8.4,2.27,0,409.9,54.43,1,3,1,0,0,0,0,0,1,1,1,0,1,0,0,-2,1.049682751,-0.075132301,1.275452904,5.145603116,-0.132034698
771,44,WI,48,0.111111111,64,0,0,0,0,0,154,67,26.18,2.298507463,0,1,-1,0.17,225.8,118,19.19,1.913559322,0,265.3,86,11.94,3.084883721,3.5,0.95,0,383.3,46.32,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,-6,3.288529777,-2.285625305,2.407466683,2.912474527,0.197128087
772,345,VA,45,0.039215686,141,0,0,0,0,0,260.2,131,44.23,1.986259542,1,0,1,0.169984627,179.2,120,15.23,1.493333333,0,135,119,6.08,1.134453782,7.2,1.94,0,446.6,61.4,1,3,1,0,1,1,0,0,0,0,0,0,1,0,0,4,-1.884288055,2.551397267,2.996397171,-1.938288571,-2.035054576
773,572,WI,48,0.111111111,44,0,1,0,0,1,62.3,92,10.59,0.677173913,0,1,-1,0.169983949,275,82,23.38,3.353658537,0,138.7,108,6.24,1.284259259,10.8,2.92,0,348.1,36.89,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,-3,0.751992936,-2.437526803,0.172954617,-2.64029048,3.993802753
774,348,AZ,3,0.055555556,83,0,0,1,41,0,155.9,122,26.5,1.277868852,1,0,1,0.169980757,162.3,99.79722519,13.8,1.626297722,0,127.6,105,5.74,1.215238095,13.1,3.54,1,331.3,43.84,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,5,-3.470211522,-0.188358875,-2.222740417,-2.528888756,-0.649527487
776,3003,WV,49,0.093333333,95,0,0,0,0,0,134.4,104,22.85,1.292307692,0,0,0,0.170014881,152.4,95,12.95,1.604210526,0,236.5,80,10.64,2.95625,9.4,2.764726543,0,296.2,38.56472654,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,-1.1016256,-2.87038581,0.537160208,2.050313196,-0.044572948
777,2910,WV,49,0.093333333,123,0,0,0,0,0,175.7,78,29.87,2.252564103,0,1,-1,0.170005692,184.6,96,15.69,1.922916667,0,156.9,92,7.06,1.705434783,9.1,2.46,0,369.4,48.02,0,2,0,0,0,0,1,0,0,1,1,0,1,0,1,-4,2.792238018,-1.546340201,1.094354579,-1.514665125,-0.153617089
778,2652,NY,34,0.193548387,111,0,0,0,0,0,181.8,117,30.91,1.553846154,1,0,1,0.170022002,158.1,91,13.44,1.737362637,0,266.2,123,11.98,2.164227642,9.7,2.62,0,349.6,46.97,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,4,-2.781918662,-0.430269107,1.0926174,2.125704956,-0.806661859
779,2697,MI,22,0.195652174,134,0,0,1,41,0,162,82,30.42569832,1.975609756,0,1,-1,0.187812953,324.7,77,27.6,4.216883117,0,160.1,112,7.2,1.429464286,11.9,3.21,1,498.6,61.23569832,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,2.568193433,2.597768118,-2.24481985,-1.777754145,4.45144535
780,740,UT,44,0.181818182,67,0,0,1,20,0,230.6,40,39.2,5.765,0,1,-1,0.169991327,189.1,58,16.07,3.260344828,0,162.2,115,7.3,1.410434783,9.4,2.54,0,429.1,57.81,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,-3,5.583477762,1.679364682,1.339395519,-1.445193957,-0.066844582
783,1724,SC,40,0.181818182,100,0,0,0,0,0,115.9,87,19.7,1.332183908,0,1,-1,0.169974116,111.3,56,9.46,1.9875,0,170.2,77,7.66,2.21038961,7.1,1.92,0,234.3,31.08,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,-3,0.800317256,-4.775206,1.119328656,-0.946492215,0.472478989
784,2486,MS,25,0.268292683,76,0,0,0,0,0,173.2,93,29.44,1.862365591,0,1,-1,0.169976905,131.2,80,11.15,1.64,0,170.9,104,7.69,1.643269231,5.4,1.46,0,309.8,42.05,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,-2,1.435079792,-2.969737848,1.994807949,-1.248090979,-0.58912872
785,3218,NC,27,0.128205128,104,0,0,1,18,0,182.1,66,30.96,2.759090909,0,1,-1,0.170016474,213.6,65,18.16,3.286153846,0,193,108,8.69,1.787037037,13.4,3.62,1,409.1,52.74,1,2,1,0,0,0,1,0,0,1,1,0,0,1,1,-2,3.149187911,0.379455985,-3.026397186,-1.010171376,1.413724965
786,440,AR,2,0.205882353,135,0,0,0,27,0,273.4,141,46.48,1.939007092,1,0,1,0.170007315,154,99,13.09,1.555555556,0,245.8,112,8.982912957,2.194642857,12.3,2.764726543,0,439.7,62.33472654,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,5,-2.151079997,2.698916561,1.331298028,1.575514867,-2.576729669
787,2128,MT,26,0.272727273,73,0,0,1,26,0,131.2,98,22.3,1.33877551,0,0,0,0.169969512,106.5,97,9.05,1.097938144,0,221.7,96,9.98,2.309375,10.2,2.75,0,247.9,34.1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,-1.317881802,-3.696366315,0.566631202,0.227083121,-1.43980195
788,26,WY,50,0.12,57,0,0,1,39,0,213,115,36.21,1.852173913,1,0,1,0.17,191.1,112,16.24,1.70625,0,182.7,115,8.22,1.588695652,9.5,2.57,0,413.6,55.02,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,4,-2.198908994,0.902388389,1.723440599,-0.684662294,-1.233243815
790,3303,WI,48,0.111111111,114,0,0,1,26,0,137.1,88,23.31,1.557954545,0,1,-1,0.170021882,155.7,125,13.23,1.2456,0,247.6,94,11.14,2.634042553,11.5,3.11,1,304.3,39.65,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,-3,1.076940079,-3.276030657,-2.983954378,1.699766102,-0.730087791
791,777,ND,28,0.131578947,135,0,1,1,24,0,127.7,54,21.71,2.364814815,0,1,-1,0.170007831,215,105,18.28,2.047619048,0,234.3,84,10.54,2.789285714,5.8,1.57,0,348.5,41.56,0,2,1,0,0,0,1,0,1,0,1,0,1,0,1,-6,3.178993979,-2.77720539,1.537254209,1.898406421,0.519022311
792,3055,ND,28,0.131578947,149,0,0,0,0,0,175.4,80,29.82,2.1925,0,1,-1,0.170011403,197.4,127,16.78,1.554330709,0,188.2,102,8.47,1.845098039,9.7,2.62,0,382.5,49.22,0,2,0,0,0,0,1,0,0,0,1,0,1,0,1,-5,2.845444755,-1.565478934,0.967052278,-0.835790617,-1.027862575
793,1524,CA,4,0.3,93,0,0,1,19,0,136.8,113,23.26,1.210619469,1,0,1,0.17002924,179.5,105,15.26,1.70952381,0,71.1,95,3.2,0.748421053,12.5,3.38,1,328.8,41.9,0,2,0,0,0,1,0,1,0,0,0,0,0,1,1,7,-3.613341819,-0.127631273,-2.032763266,-4.037298283,-0.576982496
794,3270,NH,30,0.114285714,60,0,0,0,0,0,180.3,67,30.65,2.691044776,0,1,-1,0.169994454,200.1985661,68,17.68,2.944096561,0,181.2,101,8.15,1.794059406,12.8,3.46,1,393.2985661,51.79,0,2,0,0,0,0,1,0,0,1,1,0,0,1,1,-2,3.020035418,0.059772336,-2.838648569,-1.252557133,0.894771761
795,1609,VT,46,0.111111111,57,0,0,0,0,0,169.6,96,28.83,1.766666667,0,1,-1,0.169988208,234.7,112,19.95,2.095535714,0,285.4,83,12.84,3.438554217,11.2,3.02,1,415.5,51.8,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0.775634873,-0.40621639,-2.618934687,3.261594156,0.499469824
796,898,WY,50,0.12,125,0,0,0,0,0,140.1,132,23.82,1.061363636,1,0,1,0.170021413,209.6,99.79722519,17.82,2.100258796,0,264.1,77,11.88,3.42987013,8,2.16,0,357.7,43.8,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,3,-3.231219833,-0.854626164,1.570024513,3.239808628,0.370520995
797,1032,IN,15,0.069767442,87,0,0,0,0,0,234.8,85,39.92,2.762352941,0,1,-1,0.170017036,140.9,91,11.98,1.548351648,0,204.3,93,9.19,2.196774194,9.5,2.57,0,385.2,54.47,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,-4,3.180940487,-0.884572172,1.000918848,-0.051917957,-1.871304372
798,2431,SD,41,0.088888889,183,0,0,1,31,0,171.2,104,29.1,1.646153846,0,0,0,0.169976636,193.6,74,16.46,2.616216216,0,196.5,85,8.84,2.311764706,10.2,2.75,0,375,48.31,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,-0.517005581,-0.712992287,0.871567925,-0.077073249,1.154633065
799,1238,OH,35,0.132075472,147,0,1,1,24,0,219.9,118,37.38,1.863559322,1,0,1,0.169986357,208.5,116,17.72,1.797413793,0,352.5,111,15.86,3.175675676,8.1,2.19,0,436.5,57.29,1,3,1,0,1,1,0,0,1,0,0,0,1,0,0,3,-1.74111472,1.787279136,1.830216773,4.931585151,-0.681480693
800,1632,KY,17,0.119047619,112,0,0,0,0,0,170.5,113,28.99,1.508849558,1,0,1,0.170029326,193.2,129,16.42,1.497674419,0,188,91,8.46,2.065934066,11.2,3.02,1,374.9,48.43,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6,-3.08756251,0.48657303,-1.8025386,-0.567981232,-1.34088667
802,791,VT,46,0.111111111,38,0,0,0,0,0,137.8,86,30.42569832,1.602325581,0,1,-1,0.220796069,286.3,76,24.34,3.767105263,0,167,77,8.982912957,2.168831169,14.1,3.81,1,438.2,58.57569832,1,2,1,0,1,0,1,0,0,1,0,0,0,1,1,0,2.068171092,1.53415074,-3.080581504,-0.766160877,3.657322211
803,427,NH,30,0.114285714,67,0,0,1,40,0,104.9,65,17.83,1.613846154,0,1,-1,0.169971401,216.3,93,18.39,2.325806452,0,217.4,128,9.78,1.6984375,9.6,2.764726543,0,330.8,38.98472654,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,-3,1.752524488,-3.126082487,0.392139288,-0.555767081,2.297216603
804,2191,RI,39,0.115384615,113,0,0,0,0,0,90.6,130,15.4,0.696923077,1,0,1,0.169977925,170.6,100,14.5,1.706,0,137.4,74,6.18,1.856756757,5.4,2.764726543,0,266.6,32.66472654,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,4,-4.138161512,-2.550850487,1.738590144,-1.589981345,0.015759219
805,1505,MD,20,0.25,163,0,0,0,0,0,223,120,37.91,1.858333333,1,0,1,0.17,227,98,19.3,2.316326531,0,188.3,125,8.47,1.5064,8.8,2.38,0,458.8,59.59,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,6,-1.976639871,2.914436299,2.197025271,-0.739985611,-0.356670111
806,618,VA,45,0.039215686,153,0,0,0,0,0,195.4,107,33.22,1.826168224,1,0,1,0.170010235,154.6,99.79722519,13.14,1.549141268,0,142.8,97,6.43,1.472164948,11.6,3.13,1,361.6,49.49,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,6,-2.878929116,0.598727683,-1.808513014,-1.968468246,-1.901021733
807,625,TX,43,0.234042553,97,0,0,0,0,0,144.2,91,24.51,1.584615385,0,1,-1,0.169972261,226.7,137,19.27,1.654744526,1,144.6,72,6.51,2.008333333,13.8,3.73,1,384.7,47.51,0,3,0,0,0,0,1,1,0,0,0,0,0,1,0,-2,1.517389689,-0.861617223,-2.851013024,-1.797372431,1.0625456
809,389,MS,25,0.268292683,150,0,0,0,0,0,126,99,21.42,1.272727273,0,0,0,0.17,238.5,73,20.27,3.267123288,1,285.1,100,12.83,2.851,10.2,2.764726543,0,374.7,44.45472654,0,3,0,0,0,0,0,1,1,1,0,0,1,0,0,0,-0.377004521,-0.701338382,0.739775259,2.84750243,3.789301457
810,1931,DE,8,0.186046512,81,0,0,0,0,0,250.6,85,42.6,2.948235294,0,1,-1,0.169992019,187.9,50,15.97,3.758,0,120.3,131,8.982912957,0.918320611,7.8,2.11,0,446.3,60.68,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,-3,3.895782256,1.794691351,1.945136095,-1.904207726,0.672880604
813,2400,SC,40,0.181818182,99,0,1,1,39,0,126.8,94,21.56,1.34893617,0,1,-1,0.170031546,293.6,115,24.96,2.553043478,0,174.1,91,7.83,1.913186813,8.4,2.27,0,428.8,48.79,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,-3,1.905510798,-0.430200494,1.314075941,-0.878212021,2.588062312
