id,bedrooms,bathrooms,sqft_living,sqft_lot15,waterfront,condition,grade,sqft_basement,sqft_above,current_age,zipcode,zip_encoded,zip_med_price_hpi,yr_built,yr_renovated,sqft_living15,Date,Index,Multiplier,year_sold,age_sold,price_hpi_adj,zip_med_price_raw,zip_med_sqft,zip_med_price_sqft_raw,zip_med_price_sqft_hpi,price,sqft_lot,floors
4013800131,2,1,1747,10300,0,4,6,0,1747,70,98001,0,394162,1948,0,1620,8/1/2014,151.35,1.542,2014,66,412485,260000,1822,142.7003293,216.3347969,267500,12250,2.5
1787270090,4,2.5,2410,5290,0,3,8,0,2410,16,98092,40,460992,2002,0,2517,2/1/2015,158.43,1.473,2015,13,441605,300000,2080,144.2307692,221.6307692,299800,4708,2
4037200735,4,1.75,2070,8400,0,4,7,820,1250,60,98008,7,814319,1958,0,1650,4/1/2015,160.37,1.455,2015,57,625650,541200,1950,277.5384615,417.5994872,430000,9120,1
4083302370,5,1,1860,3600,0,3,7,330,1530,97,98103,42,841375,1921,0,1910,3/1/2015,159.4,1.464,2015,94,1134600,550000,1500,366.6666667,560.9166667,775000,3040,1.5
4319200820,3,1,950,7636,0,3,7,120,830,74,98126,56,596642,1944,0,1490,1/1/2015,157.47,1.482,2015,71,493506,395750,1455,271.9931271,410.0632302,333000,5214,1
7663700551,3,2,1060,9151,0,4,6,0,1060,67,98125,55,640278,1951,0,1500,4/1/2015,160.37,1.455,2015,64,488880,425000,1600,265.625,400.17375,336000,11765,1
6821102350,2,1,880,1748,0,4,7,0,880,73,98199,69,1003520,1945,0,1360,1/1/2015,157.47,1.482,2015,70,478686,673750,1915,351.8276762,524.0313316,323000,1712,2
723069089,4,2.5,2550,56628,0,3,9,0,2550,17,98027,15,860832,2001,0,1870,7/1/2014,150.09,1.555,2014,13,894125,565000,2330,242.4892704,369.455794,575000,56628,2
8165500110,2,2.25,1550,1977,0,3,8,0,1550,10,98106,44,474300,2008,0,1420,12/1/2014,156.52,1.491,2014,6,489048,315000,1400,225,338.7857143,328000,2079,2
8081900195,3,1,1590,4350,0,4,7,300,1290,92,98117,51,819840,1926,0,1770,12/1/2014,156.52,1.491,2014,88,853597,544000,1550,350.9677419,528.9290323,572500,4600,1.5
2878601425,3,1.75,1650,5100,0,5,7,610,1040,110,98115,49,855845,1908,0,1540,5/1/2014,147.59,1.581,2014,106,948600,564750,1700,332.2058824,503.4382353,600000,5100,1
5104512070,4,3,2430,7242,0,3,8,0,2430,15,98038,23,509250,2003,0,2430,4/1/2015,160.37,1.455,2015,12,599460,337000,1980,170.2020202,257.1969697,412000,7242,2
3885802970,3,2.5,1810,7200,0,5,7,500,1310,58,98033,21,1000038,1960,0,2050,12/1/2014,156.52,1.491,2014,54,1233802,670000,2125,315.2941176,470.6061176,827500,7200,1
3021049140,4,2.5,2890,22356,0,3,8,0,2890,24,98023,13,406288,1994,0,2330,3/1/2015,159.4,1.464,2015,21,439200,268450,1880,142.7925532,216.1106383,300000,17349,2
5249801720,3,2.5,1280,5040,0,4,7,0,1280,33,98118,52,558208,1985,0,1500,11/1/2014,155.21,1.503,2014,29,623745,367500,1580,232.5949367,353.2962025,415000,5040,2
2025049006,7,2.75,3410,4056,0,4,8,1280,2130,112,98102,41,1060060,1906,0,2510,11/1/2014,155.21,1.503,2014,108,1127250,690000,1730,398.8439306,612.7514451,750000,4056,1.5
7575700015,3,2.75,2220,4000,0,3,8,520,1700,104,98122,54,855895,1914,2000,1800,7/1/2014,150.09,1.555,2014,100,1244000,561625,1628,344.9785012,525.7340295,800000,4000,2
2724049146,3,1,1060,7874,0,3,8,0,1060,64,98118,52,558208,1954,0,1240,3/1/2015,159.4,1.464,2015,61,614880,367500,1580,232.5949367,353.2962025,420000,6000,1
8074200100,3,1.5,1120,8400,0,4,7,0,1120,61,98056,31,570278,1957,0,1320,10/1/2014,153.91,1.516,2014,57,403256,379800,1945,195.2699229,293.2020566,266000,8250,1
1517900100,4,2.5,2680,5566,0,3,8,0,2680,14,98019,11,614225,2004,0,2330,10/1/2014,153.91,1.516,2014,10,756484,400000,2100,190.4761905,292.4880952,499000,10590,2
2391602250,4,1.5,1770,5750,0,3,7,0,1770,71,98116,50,841375,1947,0,970,6/1/2014,148.83,1.568,2014,67,689920,560000,1725,324.6376812,487.7536232,440000,5750,2
7635801311,3,2,2950,19844,0,4,7,640,2310,100,98166,63,598119,1918,0,2320,6/1/2014,148.83,1.568,2014,96,776160,389999,1930,202.0720207,309.9062176,495000,12196,2
3362401295,2,1.75,1260,3000,0,4,7,420,840,67,98103,42,841375,1951,0,1280,3/1/2015,159.4,1.464,2015,64,922320,550000,1500,366.6666667,560.9166667,630000,5300,1
3303230110,3,1.75,1430,7210,0,5,7,0,1430,46,98034,22,671925,1972,0,1480,8/1/2014,151.35,1.542,2014,42,653808,445000,1830,243.1693989,367.1721311,424000,6818,1
1522600100,4,2.5,2730,5964,0,3,9,0,2730,32,98052,28,934871,1986,0,2710,6/1/2014,148.83,1.568,2014,28,1191680,615000,2294,268.0906713,407.5287707,760000,36183,2
6646200090,4,3.5,3270,8582,0,3,9,1160,2110,28,98074,37,971395,1990,0,3020,8/1/2014,151.35,1.542,2014,24,1002300,640000,2495,256.5130261,389.3366733,650000,15704,2
2522059112,4,1.75,1720,10018,0,5,7,0,1720,58,98042,26,439200,1960,0,1220,5/1/2014,147.59,1.581,2014,54,392878,290000,1900,152.6315789,231.1578947,248500,10018,1
3205100110,3,1.75,1270,9910,0,4,7,0,1270,56,98056,31,570278,1962,0,1560,4/1/2015,160.37,1.455,2015,53,552318,379800,1945,195.2699229,293.2020566,379600,12420,1
6414100025,4,2.5,3260,7249,0,3,8,1300,1960,40,98125,55,640278,1978,0,1802,7/1/2014,150.09,1.555,2014,36,836590,425000,1600,265.625,400.17375,538000,10032,1
3529000930,4,2.5,2050,7541,0,3,8,0,2050,30,98029,17,866394,1988,0,2070,6/1/2014,148.83,1.568,2014,26,831040,571500,2080,274.7596154,416.5355769,530000,6360,2
4141400100,4,2.25,2050,9680,0,3,8,0,2050,51,98008,7,814319,1967,0,2310,1/1/2015,157.47,1.482,2015,48,807690,541200,1950,277.5384615,417.5994872,545000,9720,2
9562200090,4,3,3580,36750,0,3,10,0,3580,33,98072,36,780610,1985,0,3540,6/1/2014,148.83,1.568,2014,29,1450400,515000,2260,227.8761062,345.4026549,925000,35261,1.5
7399800110,4,2.75,1960,36425,0,4,9,0,1960,35,98072,36,780610,1983,0,1970,12/1/2014,156.52,1.491,2014,31,842415,515000,2260,227.8761062,345.4026549,565000,48787,1.5
6917700356,2,1,840,4800,0,3,6,0,840,71,98199,69,1003520,1947,0,1390,5/1/2014,147.59,1.581,2014,67,640463,673750,1915,351.8276762,524.0313316,405100,3522,1
4040800600,3,1.75,1300,8800,0,4,8,0,1300,55,98008,7,814319,1963,0,1350,6/1/2014,148.83,1.568,2014,51,787136,541200,1950,277.5384615,417.5994872,502000,8800,1
3629920300,3,2.25,1260,3042,0,3,7,0,1260,15,98029,17,866394,2003,0,1630,11/1/2014,155.21,1.503,2014,11,638775,571500,2080,274.7596154,416.5355769,425000,3000,2
8944290090,3,2.25,1650,3788,0,3,7,0,1650,33,98031,19,433425,1985,0,1510,6/1/2014,148.83,1.568,2014,29,366128,288200,1845,156.2059621,234.9186992,233500,2958,2
8091410930,3,2.5,1710,9358,0,3,7,0,1710,32,98030,18,427625,1986,0,1830,3/1/2015,159.4,1.464,2015,29,420168,282000,1867,151.0444563,229.0439207,287000,10341,2
3313600266,3,1,1180,8100,0,3,7,0,1180,52,98002,1,356349,1966,0,1300,2/1/2015,158.43,1.473,2015,49,279870,235000,1570,149.6815287,226.9738854,190000,8775,1
9508850100,3,2.25,2780,36400,0,3,8,0,2780,39,98053,29,929640,1979,0,2890,11/1/2014,155.21,1.503,2014,35,1000998,620000,2390,259.4142259,388.9707113,666000,31510,2
3330501545,2,1,950,4120,0,4,6,0,950,109,98118,52,558208,1909,0,1230,12/1/2014,156.52,1.491,2014,105,492030,367500,1580,232.5949367,353.2962025,330000,3090,1
31000165,5,3.5,3620,9757,0,3,10,830,2790,60,98040,25,1438855,1958,2010,2690,9/1/2014,152.63,1.529,2014,56,2278210,950000,2695,352.5046382,533.8979592,1490000,7821,2
4123810090,3,2.25,2140,11717,0,3,8,0,2140,31,98038,23,509250,1987,0,2040,9/1/2014,152.63,1.529,2014,27,600897,337000,1980,170.2020202,257.1969697,393000,10256,2
1180500100,4,2.75,1920,7210,0,3,8,910,1010,20,98178,66,419404,1998,0,1910,9/1/2014,152.63,1.529,2014,16,539737,277554,1720,161.3686047,243.8395349,353000,4627,1
7549801140,2,1,750,6720,0,3,6,0,750,102,98108,46,526012,1916,0,920,10/1/2014,153.91,1.516,2014,98,394160,342500,1645,208.2066869,319.7641337,260000,6720,1
7254000100,3,2.5,2060,2936,0,3,8,160,1900,17,98005,4,1158475,2001,0,2060,12/1/2014,156.52,1.491,2014,13,1013880,757500,2485,304.8289738,466.1871227,680000,2551,2
644200090,3,2.25,2380,11200,0,4,8,0,2380,55,98004,3,1438652,1963,0,2010,7/1/2014,150.09,1.555,2014,51,1432155,950000,2240,424.1071429,642.2553571,921000,11200,1
5101407305,2,1,750,6495,0,3,7,0,750,69,98125,55,640278,1949,0,1690,12/1/2014,156.52,1.491,2014,65,475629,425000,1600,265.625,400.17375,319000,6380,1
6817801030,3,1,1160,10843,0,2,7,240,920,35,98074,37,971395,1983,0,1280,4/1/2015,160.37,1.455,2015,32,407400,640000,2495,256.5130261,389.3366733,280000,10881,1
7454001280,3,1,1050,6300,0,3,6,0,1050,76,98146,60,449522,1942,0,740,6/1/2014,148.83,1.568,2014,72,344960,305000,1490,204.6979866,301.6926174,220000,6300,1
8651440740,3,1.5,1740,5200,0,4,7,680,1060,41,98042,26,439200,1977,0,1540,1/1/2015,157.47,1.482,2015,38,324558,290000,1900,152.6315789,231.1578947,219000,5200,1
1954430190,4,2.75,2050,7110,0,3,8,510,1540,30,98074,37,971395,1988,0,1960,8/1/2014,151.35,1.542,2014,26,814176,640000,2495,256.5130261,389.3366733,528000,7171,1
4292300010,3,1.75,1980,8212,0,4,7,670,1310,69,98133,57,567088,1949,0,1450,5/1/2014,147.59,1.581,2014,65,640305,375000,1510,248.3443709,375.5549669,405000,8100,1
8929000290,3,2.5,1690,1618,0,3,8,540,1150,4,98029,17,866394,2014,0,1690,5/1/2014,147.59,1.581,2014,0,589677,571500,2080,274.7596154,416.5355769,372977,1618,2
1250201680,4,3.25,2320,6240,0,4,9,0,2320,108,98144,59,680955,1910,0,2320,5/1/2015,161.34,1.446,2015,105,1351359,450000,1634,275.3977968,416.7411261,934550,5900,1.5
868001705,3,1.5,2480,9288,0,3,10,350,2130,78,98177,65,797301,1940,0,2860,2/1/2015,158.43,1.473,2015,75,2157945,535550,2075,258.0963855,384.2414458,1465000,9900,2
1370801585,4,2.25,2290,5350,0,4,9,170,2120,60,98199,69,1003520,1958,0,2910,6/1/2014,148.83,1.568,2014,56,1528800,673750,1915,351.8276762,524.0313316,975000,5350,2
7501000130,5,2.5,3180,13798,0,4,10,0,3180,28,98033,21,1000038,1990,0,3180,5/1/2014,147.59,1.581,2014,24,1266169,670000,2125,315.2941176,470.6061176,800866,13806,2
4178300130,7,3.5,3470,13500,0,4,9,0,3470,38,98007,6,852703,1980,0,3040,4/1/2015,160.37,1.455,2015,35,1382250,555000,2090,265.5502392,407.991866,950000,16264,2
7550801206,4,3,1540,5000,0,5,7,0,1540,116,98107,45,802244,1902,0,1460,9/1/2014,152.63,1.529,2014,112,954096,529950,1440,368.0208333,557.1138889,624000,4140,1.5
3816300095,3,1,1050,9403,0,3,7,0,1050,65,98028,16,665418,1953,0,1760,5/1/2014,147.59,1.581,2014,61,490110,445000,2070,214.9758454,321.457971,310000,9876,1
7399301100,3,1.75,1480,7900,0,4,7,0,1480,50,98055,30,443775,1968,0,1500,12/1/2014,156.52,1.491,2014,46,469665,294950,1705,172.9912023,260.2785924,315000,6800,1
4151800470,3,2,1010,6015,0,5,6,0,1010,76,98033,21,1000038,1942,0,1920,8/1/2014,151.35,1.542,2014,72,1040850,670000,2125,315.2941176,470.6061176,675000,5973,1
7811000020,3,1.75,1660,11000,0,4,8,0,1660,53,98005,4,1158475,1965,0,2210,11/1/2014,155.21,1.503,2014,49,736470,757500,2485,304.8289738,466.1871227,490000,8208,1
5166700050,5,2.25,2760,6342,0,3,7,1380,1380,60,98126,56,596642,1958,0,2060,2/1/2015,158.43,1.473,2015,57,883800,395750,1455,271.9931271,410.0632302,600000,6350,1
4045500130,2,1,1040,38996,0,3,6,0,1040,69,98014,10,552375,1949,1989,1880,9/1/2014,152.63,1.529,2014,65,235466,375000,1778,210.9111361,310.6721035,154000,20524,1
2927600675,4,1.75,2220,11600,0,4,8,0,2220,54,98166,63,598119,1964,0,2430,6/1/2014,148.83,1.568,2014,50,752640,389999,1930,202.0720207,309.9062176,480000,6500,2
7686202580,3,1,1270,8000,0,3,6,0,1270,64,98198,68,402170,1954,0,1250,2/1/2015,158.43,1.473,2015,61,290034,265000,1610,164.5962733,249.7950311,196900,7500,1
5690500095,3,3.25,2960,56628,0,3,10,0,2960,29,98011,9,704857,1989,0,2960,8/1/2014,151.35,1.542,2014,25,1133370,470000,2200,213.6363636,320.3895455,735000,39370,2
3876540630,3,2,1330,8584,0,3,7,0,1330,32,98003,2,401507,1986,0,1510,2/1/2015,158.43,1.473,2015,29,302702,267475,1780,150.2668539,225.5657303,205500,8748,1
8929000170,2,1.75,1210,1090,0,3,8,0,1210,4,98029,17,866394,2014,0,1210,6/1/2014,148.83,1.568,2014,0,560068,571500,2080,274.7596154,416.5355769,357186,1040,2
2621400080,4,2.5,2120,6937,0,3,7,0,2120,20,98030,18,427625,1998,0,2120,1/1/2015,157.47,1.482,2015,17,407550,282000,1867,151.0444563,229.0439207,275000,6754,2
8154100020,3,1.75,2090,9496,0,4,7,0,2090,70,98002,1,356349,1948,0,1700,9/1/2014,152.63,1.529,2014,66,379957,235000,1570,149.6815287,226.9738854,248500,12026,1
8097000190,3,2.5,2680,8040,0,3,8,0,2680,28,98092,40,460992,1990,2009,2340,6/1/2014,148.83,1.568,2014,24,548800,300000,2080,144.2307692,221.6307692,350000,7836,2
2624089181,4,2.75,1790,43791,0,3,7,570,1220,31,98045,27,593488,1987,0,1250,8/1/2014,151.35,1.542,2014,27,601380,390000,1780,219.1011236,333.4202247,390000,47250,1
8718500275,3,2.75,1950,12000,0,3,7,700,1250,62,98028,16,665418,1956,0,1880,7/1/2014,150.09,1.555,2014,58,606450,445000,2070,214.9758454,321.457971,390000,12240,1
3575305495,5,2.25,3740,7600,0,4,9,0,3740,39,98074,37,971395,1979,0,2180,4/1/2015,160.37,1.455,2015,36,960300,640000,2495,256.5130261,389.3366733,660000,14913,1.5
411100020,3,1.75,1140,6770,0,5,7,0,1140,68,98155,62,565058,1950,0,1140,11/1/2014,155.21,1.503,2014,64,465930,373000,1650,226.0606061,342.4593939,310000,8263,1
9113200020,3,2.5,2480,6023,0,3,9,0,2480,18,98052,28,934871,2000,0,2480,6/1/2014,148.83,1.568,2014,14,1124256,615000,2294,268.0906713,407.5287707,717000,5137,2
2011400019,5,2.5,2580,11780,0,3,7,1170,1410,54,98198,68,402170,1964,0,2240,12/1/2014,156.52,1.491,2014,50,387660,265000,1610,164.5962733,249.7950311,260000,11250,1
3912000020,3,2,2290,5001,0,4,7,800,1490,58,98103,42,841375,1960,0,1230,4/1/2015,160.37,1.455,2015,55,1083975,550000,1500,366.6666667,560.9166667,745000,5001,1
8078370010,4,2.5,2320,7054,0,4,7,1000,1320,43,98072,36,780610,1975,0,2160,2/1/2015,158.43,1.473,2015,40,692310,515000,2260,227.8761062,345.4026549,470000,12042,1
5104650020,3,2.5,2530,9472,0,3,8,0,2530,21,98031,19,433425,1997,0,2340,5/1/2015,161.34,1.446,2015,18,620334,288200,1845,156.2059621,234.9186992,429000,8820,2
7417700664,4,2,1400,10500,0,3,7,0,1400,49,98155,62,565058,1969,0,1610,4/1/2015,160.37,1.455,2015,46,320100,373000,1650,226.0606061,342.4593939,220000,7140,1
2770604920,3,3,2060,2951,0,3,8,660,1400,11,98119,53,1082204,2007,0,1910,9/1/2014,152.63,1.529,2014,7,759913,721500,1770,407.6271186,611.4146893,497000,1850,2
1930300190,3,1,1640,4000,0,5,7,0,1640,109,98103,42,841375,1909,0,2140,7/1/2014,150.09,1.555,2014,105,1113536,550000,1500,366.6666667,560.9166667,716100,4000,1.5
723069049,5,2.75,3000,40523,0,4,7,1500,1500,57,98027,15,860832,1961,0,2170,7/1/2014,150.09,1.555,2014,53,589345,565000,2330,242.4892704,369.455794,379000,25175,1
2210500019,3,1,1320,10800,0,4,7,0,1320,64,98039,24,1923670,1954,0,2790,3/1/2015,159.4,1.464,2015,61,1372500,1242500,2495,497.995992,771.01002,937500,8500,1
3856901435,4,2,1760,4220,0,5,7,0,1760,112,98103,42,841375,1906,0,1740,10/1/2014,153.91,1.516,2014,108,1091520,550000,1500,366.6666667,560.9166667,720000,4500,1.5
3948900050,3,3.25,2130,4500,0,5,7,710,1420,94,98136,58,741105,1924,0,1560,4/1/2015,160.37,1.455,2015,91,896280,485000,1575,307.9365079,470.5428571,616000,2306,2
5412400170,3,2,1390,7688,0,3,7,0,1390,30,98030,18,427625,1988,0,1530,4/1/2015,160.37,1.455,2015,27,376845,282000,1867,151.0444563,229.0439207,259000,7120,1
2856102280,3,1.75,1400,5100,0,4,6,300,1100,114,98117,51,819840,1904,0,1720,5/1/2014,147.59,1.581,2014,110,850578,544000,1550,350.9677419,528.9290323,538000,3825,1.5
3288100290,3,2.75,3230,9576,0,4,8,0,3230,52,98034,22,671925,1966,0,2820,5/1/2015,161.34,1.446,2015,49,874830,445000,1830,243.1693989,367.1721311,605000,9576,1.5
5145000190,3,1,1110,8094,0,3,7,0,1110,51,98034,22,671925,1967,0,1260,11/1/2014,155.21,1.503,2014,47,556035,445000,1830,243.1693989,367.1721311,369950,7603,1
6679000170,3,2.5,1670,4238,0,3,7,0,1670,16,98038,23,509250,2002,0,1670,4/1/2015,160.37,1.455,2015,13,451050,337000,1980,170.2020202,257.1969697,310000,4220,2
9536601045,3,1,1540,9450,0,4,7,0,1540,58,98198,68,402170,1960,0,1210,4/1/2015,160.37,1.455,2015,55,331012,265000,1610,164.5962733,249.7950311,227500,9450,1
8731981410,4,2.25,2090,8000,0,3,9,420,1670,45,98023,13,406288,1973,0,2260,11/1/2014,155.21,1.503,2014,41,411822,268450,1880,142.7925532,216.1106383,274000,7400,1
3574801350,3,2,1410,7401,0,3,7,0,1410,31,98034,22,671925,1987,0,1770,11/1/2014,155.21,1.503,2014,27,616230,445000,1830,243.1693989,367.1721311,410000,8088,1
1922069099,3,2,1370,9690,0,5,7,0,1370,54,98042,26,439200,1964,0,1620,5/1/2014,147.59,1.581,2014,50,560939,290000,1900,152.6315789,231.1578947,354800,78408,1
871001735,4,2.25,1910,5153,0,3,8,610,1300,64,98199,69,1003520,1954,0,1810,9/1/2014,152.63,1.529,2014,60,993850,673750,1915,351.8276762,524.0313316,650000,5120,1
2022059308,3,2,1678,11753,0,3,7,0,1678,24,98030,18,427625,1994,0,1550,5/1/2015,161.34,1.446,2015,21,510438,282000,1867,151.0444563,229.0439207,353000,13862,1
2525300480,3,1,960,10488,0,4,6,0,960,41,98038,23,509250,1977,0,1160,3/1/2015,159.4,1.464,2015,38,329363,337000,1980,170.2020202,257.1969697,224975,12745,1
7979900440,2,1.75,2080,13054,0,3,7,0,2080,67,98155,62,565058,1951,0,2440,5/1/2015,161.34,1.446,2015,64,867600,373000,1650,226.0606061,342.4593939,600000,13054,1
2558660290,3,2.25,1790,7350,0,4,7,450,1340,42,98034,22,671925,1976,0,1610,2/1/2015,158.43,1.473,2015,39,644438,445000,1830,243.1693989,367.1721311,437500,7700,1
8650300190,3,2.5,2540,5924,0,3,9,0,2540,19,98034,22,671925,1999,0,2540,5/1/2014,147.59,1.581,2014,15,896427,445000,1830,243.1693989,367.1721311,567000,6093,2
8643000225,5,1.5,1790,9790,0,3,7,0,1790,55,98198,68,402170,1963,0,2040,5/1/2015,161.34,1.446,2015,52,325350,265000,1610,164.5962733,249.7950311,225000,11656,2
1105000233,2,1,940,6145,0,3,6,0,940,77,98118,52,558208,1941,0,1900,9/1/2014,152.63,1.529,2014,73,389895,367500,1580,232.5949367,353.2962025,255000,9330,1
945000250,2,1,900,4600,0,3,6,0,900,67,98117,51,819840,1951,0,1060,6/1/2014,148.83,1.568,2014,63,580160,544000,1550,350.9677419,528.9290323,370000,4600,1
4101410050,4,1.75,1900,8800,0,3,8,760,1140,43,98033,21,1000038,1975,0,2280,4/1/2015,160.37,1.455,2015,40,982125,670000,2125,315.2941176,470.6061176,675000,8800,1
1571100130,3,1,1440,4268,0,3,7,400,1040,65,98108,46,526012,1953,0,1370,9/1/2014,152.63,1.529,2014,61,435765,342500,1645,208.2066869,319.7641337,285000,4268,1
7932000078,3,1.75,2070,19110,0,4,7,650,1420,45,98058,32,508462,1973,0,2011,5/1/2014,147.59,1.581,2014,41,490110,333000,1970,169.035533,258.1025381,310000,37904,1
2592400170,4,2.5,2240,7350,0,4,7,1100,1140,46,98034,22,671925,1972,0,1740,12/1/2014,156.52,1.491,2014,42,708225,445000,1830,243.1693989,367.1721311,475000,7245,1
2517010630,4,2.5,3320,4950,0,4,7,0,3320,12,98042,26,439200,2006,0,2580,5/1/2015,161.34,1.446,2015,9,592860,290000,1900,152.6315789,231.1578947,410000,5034,2
6926700225,4,2.25,1950,5593,0,3,8,620,1330,71,98109,47,1097600,1947,0,2600,7/1/2014,150.09,1.555,2014,67,1391725,716000,1800,397.7777778,609.7777778,895000,5950,1
8820902905,3,1.5,1240,7733,0,3,6,450,790,77,98125,55,640278,1941,0,1130,8/1/2014,151.35,1.542,2014,73,578250,425000,1600,265.625,400.17375,375000,7733,1
5104510190,4,2.5,1830,5175,0,3,7,0,1830,15,98038,23,509250,2003,0,1830,4/1/2015,160.37,1.455,2015,12,507795,337000,1980,170.2020202,257.1969697,349000,4694,2
9839301060,3,1.75,1740,4400,0,3,8,0,1740,115,98122,54,855895,1903,0,1740,4/1/2015,160.37,1.455,2015,112,946478,561625,1628,344.9785012,525.7340295,650500,4400,1.5
2425700005,3,1.75,1410,15120,0,4,7,0,1410,68,98004,3,1438652,1950,0,1880,4/1/2015,160.37,1.455,2015,65,1105800,950000,2240,424.1071429,642.2553571,760000,15120,1
9276201190,4,2.75,2050,5040,0,4,7,870,1180,32,98116,50,841375,1986,0,1440,5/1/2014,147.59,1.581,2014,28,758880,560000,1725,324.6376812,487.7536232,480000,3960,1
8644210050,4,2.75,3220,12921,0,3,10,0,3220,25,98075,38,1118128,1993,0,3200,9/1/2014,152.63,1.529,2014,21,1053481,737444,2980,247.4644295,375.2107383,689000,16145,2
2741100280,3,1.75,1960,5000,0,5,6,980,980,107,98108,46,526012,1911,0,1790,5/1/2014,147.59,1.581,2014,103,656115,342500,1645,208.2066869,319.7641337,415000,5000,1
2891000680,3,1.75,1070,6148,0,4,7,0,1070,50,98002,1,356349,1968,0,1350,4/1/2015,160.37,1.455,2015,47,283725,235000,1570,149.6815287,226.9738854,195000,6110,1
7366100080,5,2.5,2820,9956,0,4,7,1410,1410,51,98168,64,359315,1967,0,2700,7/1/2014,150.09,1.555,2014,47,494490,235000,1380,170.2898551,260.3731884,318000,9956,1
3211270170,4,3,4060,35259,0,3,9,2030,2030,29,98092,40,460992,1989,0,2950,5/1/2014,147.59,1.581,2014,25,638724,300000,2080,144.2307692,221.6307692,404000,35621,1
3330500920,2,1,800,3090,0,4,6,0,800,93,98118,52,558208,1925,0,1400,10/1/2014,153.91,1.516,2014,89,515364,367500,1580,232.5949367,353.2962025,339950,3090,1
5437820080,3,1,1260,8285,0,3,7,0,1260,39,98022,12,400125,1979,0,1560,11/1/2014,155.21,1.503,2014,35,323145,267000,1620,164.8148148,246.9907407,215000,7897,1
8097000380,3,2.5,2420,7629,0,3,8,0,2420,28,98092,40,460992,1990,0,2260,8/1/2014,151.35,1.542,2014,24,524126,300000,2080,144.2307692,221.6307692,339900,7423,2
2591010290,1,1.5,810,3298,0,4,7,0,810,36,98033,21,1000038,1982,0,1320,5/1/2014,147.59,1.581,2014,32,450585,670000,2125,315.2941176,470.6061176,285000,3211,2
1324300380,3,1,1600,5000,0,3,7,490,1110,71,98107,45,802244,1947,0,1380,7/1/2014,150.09,1.555,2014,67,855250,529950,1440,368.0208333,557.1138889,550000,5000,1.5
3226049478,4,1,1350,8000,0,4,7,0,1350,54,98103,42,841375,1964,0,1940,7/1/2014,150.09,1.555,2014,50,668650,550000,1500,366.6666667,560.9166667,430000,9000,1.5
7941500170,3,1,970,8160,0,3,6,0,970,51,98003,2,401507,1967,0,1150,12/1/2014,156.52,1.491,2014,47,326529,267475,1780,150.2668539,225.5657303,219000,7790,1
7522500005,2,1.5,1780,5962,0,4,7,700,1080,71,98117,51,819840,1947,0,1690,8/1/2014,151.35,1.542,2014,67,855810,544000,1550,350.9677419,528.9290323,555000,4750,1
1545801630,3,2,1350,7686,0,3,7,0,1350,29,98038,23,509250,1989,0,1470,7/1/2014,150.09,1.555,2014,25,362315,337000,1980,170.2020202,257.1969697,233000,7686,1
5151600480,3,1.75,1840,12000,0,4,8,570,1270,46,98003,2,401507,1972,0,1910,4/1/2015,160.37,1.455,2015,43,360840,267475,1780,150.2668539,225.5657303,248000,19501,1
2731600080,5,2.25,2550,9200,0,4,8,970,1580,43,98166,63,598119,1975,0,2090,4/1/2015,160.37,1.455,2015,40,660570,389999,1930,202.0720207,309.9062176,454000,9200,1
2804600010,4,2.5,1700,4174,0,3,8,0,1700,87,98112,48,1247362,1931,2000,2090,3/1/2015,159.4,1.464,2015,84,1390800,822500,2095,392.601432,595.3995227,950000,4418,2
8899210680,3,2.5,2430,8740,0,5,8,700,1730,38,98055,30,443775,1980,0,2160,9/1/2014,152.63,1.529,2014,34,548911,294950,1705,172.9912023,260.2785924,359000,7857,2
6649300190,5,2,2740,8232,0,3,7,530,2210,56,98155,62,565058,1962,0,2130,9/1/2014,152.63,1.529,2014,52,623068,373000,1650,226.0606061,342.4593939,407500,8230,1.5
1312200080,3,1.5,1560,7910,0,4,7,520,1040,54,98001,0,394162,1964,0,1460,5/1/2014,147.59,1.581,2014,50,354144,260000,1822,142.7003293,216.3347969,224000,7300,1
1721801025,2,1,1040,6120,0,3,7,0,1040,64,98146,60,449522,1954,0,1040,7/1/2014,150.09,1.555,2014,60,326550,305000,1490,204.6979866,301.6926174,210000,4590,1
7942200050,4,1.75,1820,11013,0,5,7,0,1820,50,98042,26,439200,1968,0,1410,1/1/2015,157.47,1.482,2015,47,386802,290000,1900,152.6315789,231.1578947,261000,9824,1
9528100963,3,3,1833,1455,0,3,9,0,1833,20,98115,49,855845,1998,0,1466,8/1/2014,151.35,1.542,2014,16,1108698,564750,1700,332.2058824,503.4382353,719000,1706,3
9297301495,3,2.5,2160,4000,0,3,8,0,2160,24,98126,56,596642,1994,0,1500,2/1/2015,158.43,1.473,2015,21,648120,395750,1455,271.9931271,410.0632302,440000,3738,2
192300020,3,2.75,2100,11842,0,3,9,590,1510,20,98045,27,593488,1998,0,2240,5/1/2014,147.59,1.581,2014,16,830025,390000,1780,219.1011236,333.4202247,525000,10362,2
9477100170,3,1.5,1370,8775,0,3,7,0,1370,50,98034,22,671925,1968,0,1510,7/1/2014,150.09,1.555,2014,46,583125,445000,1830,243.1693989,367.1721311,375000,9720,2
6705120280,2,2.5,1414,2511,0,3,8,0,1414,32,98006,5,1126320,1986,0,1414,3/1/2015,159.4,1.464,2015,29,626592,745000,2640,282.1969697,426.6363636,428000,1960,2
